Asset_ID,Placement_Code,Placement_Name,Source_Asset,Brand_Content,Owner,Comments_MKT,Source_Link,Brief_Directional,Directional_Status,Roteiro_Status,Material_Link,Slide_Direcional,KV_Status,Mockup_Status,Campaign_Status,Video_Status,Assets_Complementares,Source_Status,Complexity,Input_Status,Production_Status,Approval_Status,Legal_Status,Tech_Status,Priority,Due_Date,Delivery_Link,Blockers,Notes
FT26-LEDS_GONDOLAS-044,LEDS_GONDOLAS,LEDs de Gôndolas,4,Nanlac Supreme Pro,Thais Griffel,,https://nestle.sharepoint.com/teams/Marketing-IFGUMs/Documentos%20Compartilhados/Forms/AllItems.aspx?id=%2Fteams%2FMarketing%2DIFGUMs%2FDocumentos%20Compartilhados%2F2026%2FMARCAS%2FNAN%2F02%2E%20COMUNICA%C3%87%C3%83O%20CONSUMIDOR%2FMom%20Science%20%2D%20Nanlac%20Science%2FPe%C3%A7as%2FPE%C3%87AS%20PSD%20ALTA%2FABRAFARMA%2FNestle%5FNANLAC%5FImmunity%20Rain%5FYoutube%20%26%20Equativ%5F%5F%5F%2816x9%29%5F15seg%20carpeta%2Ezip&parent=%2Fteams%2FMarketing%2DIFGUMs%2FDocumentos%20Compartilhados%2F2026%2FMARCAS%2FNAN%2F02%2E%20COMUNICA%C3%87%C3%83O%20CONSUMIDOR%2FMom%20Science%20%2D%20Nanlac%20Science%2FPe%C3%A7as%2FPE%C3%87AS%20PSD%20ALTA%2FABRAFARMA&p=true&ga=1,,Feito,,- Link acima,,,,,,,,B_MOTION_KV,PARTIAL_INPUT,BLOCKED,NOT_SUBMITTED,PENDING,PENDING,HIGH,2026-08-10,,Direcional e enquadramento específicos pendentes,"Assets brutos de marca existentes na pasta base, mas sem roteiro/briefing específico aprovado para esta tela."
FT26-LEDS_GONDOLAS-045,LEDS_GONDOLAS,LEDs de Gôndolas,5,Nanlac Comfor,Thais Griffel,,,,Feito,,- Link acima,,,,,,,,B_MOTION_KV,PARTIAL_INPUT,BLOCKED,NOT_SUBMITTED,PENDING,PENDING,HIGH,2026-08-10,,Direcional e enquadramento específicos pendentes,"Assets brutos de marca existentes na pasta base, mas sem roteiro/briefing específico aprovado para esta tela."
FT26-LEDS_GONDOLAS-046,LEDS_GONDOLAS,LEDs de Gôndolas,6,Nestogeno e Nestonutri,,,,,,,- Link acima,,,,,,,,B_MOTION_KV,PARTIAL_INPUT,BLOCKED,NOT_SUBMITTED,PENDING,PENDING,HIGH,2026-08-10,,Responsável MKT não definido; Direcional e enquadramento específicos pendentes,"Assets brutos de marca existentes na pasta base, mas sem roteiro/briefing específico aprovado para esta tela."
FT26-LEDS_GONDOLAS-047,LEDS_GONDOLAS,LEDs de Gôndolas,7,Nescafé Pró Energy,,,,,,,- Link acima,,,,,,,,B_MOTION_KV,NOT_SENT,BLOCKED,NOT_SUBMITTED,PENDING,PENDING,HIGH,2026-08-10,,NOT_SENT; Material não enviado pelo cliente; Direcional/briefing ausente; Responsável MKT não definido,Pasta de marca vazia em 02_SOURCE_MATERIALS/MARCAS. Nenhum arquivo de mídia recebido.
FT26-LEDS_GONDOLAS-048,LEDS_GONDOLAS,LEDs de Gôndolas,8,Nescau Protein,,,,,,,- Link acima,,,,,,,,B_MOTION_KV,NOT_SENT,BLOCKED,NOT_SUBMITTED,PENDING,PENDING,HIGH,2026-08-10,,NOT_SENT; Material não enviado pelo cliente; Direcional/briefing ausente; Responsável MKT não definido,Pasta de marca vazia em 02_SOURCE_MATERIALS/MARCAS. Nenhum arquivo de mídia recebido.
FT26-LEDS_GONDOLAS-049,LEDS_GONDOLAS,LEDs de Gôndolas,9,Aveias,,,,,,,https://www.dropbox.com/request/vwk0h4sghrzeyynk74cx,,,,,,,,B_MOTION_KV,NOT_SENT,BLOCKED,NOT_SUBMITTED,PENDING,PENDING,HIGH,2026-08-10,,NOT_SENT; Material não enviado pelo cliente; Direcional/briefing ausente; Responsável MKT não definido,Pasta de marca vazia em 02_SOURCE_MATERIALS/MARCAS. Nenhum arquivo de mídia recebido.
FT26-LEDS_GONDOLAS-050,LEDS_GONDOLAS,LEDs de Gôndolas,10,Puravida,,,,,Feito,,- Link acima,,,,,,,,B_MOTION_KV,NOT_SENT,BLOCKED,NOT_SUBMITTED,PENDING,PENDING,HIGH,2026-08-10,,NOT_SENT; Material não enviado pelo cliente; Direcional/briefing ausente; Responsável MKT não definido,Pasta de marca vazia em 02_SOURCE_MATERIALS/MARCAS. Nenhum arquivo de mídia recebido.
FT26-LEDS_GONDOLAS-051,LEDS_GONDOLAS,LEDs de Gôndolas,11,Molico,,,,,Feito,,- Link acima,,,,,,,,B_MOTION_KV,NOT_SENT,BLOCKED,NOT_SUBMITTED,PENDING,PENDING,HIGH,2026-08-10,,NOT_SENT; Material não enviado pelo cliente; Direcional/briefing ausente; Responsável MKT não definido,Pasta de marca vazia em 02_SOURCE_MATERIALS/MARCAS. Nenhum arquivo de mídia recebido.
FT26-LEDS_GONDOLAS-052,LEDS_GONDOLAS,LEDs de Gôndolas,12,Ascenda,,,,,,,- Link acima,,,,,,,,B_MOTION_KV,PARTIAL_INPUT,BLOCKED,NOT_SUBMITTED,PENDING,PENDING,HIGH,2026-08-10,,Responsável MKT não definido; Direcional e enquadramento específicos pendentes,"Assets brutos de marca existentes na pasta base, mas sem roteiro/briefing específico aprovado para esta tela."
FT26-LEDS_GONDOLAS-053,LEDS_GONDOLAS,LEDs de Gôndolas,13,Vital,,,,,Feito,,- Link acima,,,,,,,,B_MOTION_KV,PARTIAL_INPUT,BLOCKED,NOT_SUBMITTED,PENDING,PENDING,HIGH,2026-08-10,,Responsável MKT não definido; Direcional e enquadramento específicos pendentes,"Assets brutos de marca existentes na pasta base, mas sem roteiro/briefing específico aprovado para esta tela."
FT26-LED_NINHO-054,LED_NINHO,LED Ninho — Patrulha Canina,1,Ninho - Patrulha Canina,,,,,,,,,,,,,,,B_MOTION_KV,NOT_SENT,BLOCKED,NOT_SUBMITTED,PENDING,PENDING,HIGH,2026-08-10,,NOT_SENT; Material não enviado pelo cliente; Direcional/briefing ausente; Responsável MKT não definido,Pasta de marca vazia em 02_SOURCE_MATERIALS/MARCAS. Nenhum arquivo de mídia recebido.
FT26-TV_SALA_VIP-055,TV_SALA_VIP,TV Sala VIP — 4K QLED,1,Logo Nestlé - intercalando com os passaros voando e Nutrition and Health a número 01 em Nutrição no Brasil e no Mundo.,,,Vídeo - Nutrition & Health,,Feito,,,,,,,,,,A_ADAPTATION,WAITING_INPUT,BLOCKED,NOT_SUBMITTED,PENDING,PENDING,HIGH,2026-08-10,,Responsável MKT não definido; Direcional/briefing ausente; Direcional e enquadramento específicos pendentes,"Assets brutos de marca existentes na pasta base, mas sem roteiro/briefing específico aprovado para esta tela."
